id,status,funded_amount,activity,country,geo_level,post,expire,loan_amount,humans,smile,gender,age
1304358,funded,175,Home Appliances,Cambodia,town,2017-05-29T19:20:07Z,2017-06-28T19:20:07Z,175,NA,NA,NA,NA
1304349,fundraising,250,Farming,Cambodia,town,2017-05-29T19:20:06Z,2017-06-28T19:20:06Z,625,M,NA,NA,NA
1304354,fundraising,0,Farming,Kenya,town,2017-05-29T19:20:06Z,2017-06-28T19:20:06Z,400,S,0.913,female,55.6
1304366,fundraising,300,Farming,Cambodia,town,2017-05-29T19:20:06Z,2017-06-28T19:20:06Z,875,M,NA,NA,NA
1308091,fundraising,50,Farming,El Salvador,town,2017-05-29T19:20:06Z,2017-06-28T19:20:06Z,500,NA,NA,NA,NA
1304269,funded,250,Food,Philippines,town,2017-05-29T19:20:05Z,2017-06-28T19:20:05Z,250,S,0.999,female,39.6
1304347,funded,425,Food Production/Sales,Philippines,town,2017-05-29T19:20:05Z,2017-06-28T19:20:05Z,425,S,0.995,female,43.9
1304348,funded,250,Fishing,Philippines,town,2017-05-29T19:20:05Z,2017-06-28T19:20:05Z,250,S,0.002,male,27
1304356,funded,275,Pigs,Philippines,town,2017-05-29T19:20:05Z,2017-06-28T19:20:05Z,275,NA,NA,NA,NA
1308086,fundraising,1375,Cattle,Costa Rica,town,2017-05-29T19:20:03Z,2017-06-28T19:20:03Z,2550,S,0.266,female,40.7
1304362,fundraising,0,Cattle,Tajikistan,town,2017-05-29T19:20:02Z,2017-06-28T19:20:02Z,375,S,0.777,female,24.1
1304335,funded,225,Home Appliances,Cambodia,town,2017-05-29T19:10:08Z,2017-06-28T19:10:08Z,225,S,0.251,female,9.8
1304350,fundraising,100,Personal Housing Expenses,Kosovo,country,2017-05-29T19:10:08Z,2017-06-28T19:10:08Z,575,NA,NA,NA,NA
1304352,funded,225,Home Appliances,Cambodia,town,2017-05-29T19:10:08Z,2017-06-28T19:10:08Z,225,NA,NA,NA,NA
1308089,funded,425,Pigs,El Salvador,town,2017-05-29T19:10:08Z,2017-06-28T19:10:08Z,425,NA,NA,NA,NA
1304340,funded,625,General Store,Philippines,town,2017-05-29T19:10:07Z,2017-06-28T19:10:07Z,625,NA,NA,NA,NA
1304343,funded,325,Fishing,Philippines,town,2017-05-29T19:10:07Z,2017-06-28T19:10:07Z,325,S,0.643,female,11.7
1304353,funded,325,Fishing,Philippines,town,2017-05-29T19:10:07Z,2017-06-28T19:10:07Z,325,S,0.035,female,44
1304264,funded,200,Liquor Store / Off-License,Kenya,town,2017-05-29T19:10:05Z,2017-06-28T19:10:05Z,200,S,0.064,male,55.6
1304333,funded,125,Personal Housing Expenses,Philippines,town,2017-05-29T19:10:04Z,2017-06-28T19:10:04Z,125,NA,NA,NA,NA
1304346,funded,625,Pigs,Philippines,town,2017-05-29T19:10:04Z,2017-06-28T19:10:04Z,625,S,0.621,female,47.7
1304341,funded,2000,Higher education costs,Lebanon,town,2017-05-29T19:10:02Z,2017-06-28T19:10:02Z,2000,S,0.026,female,39.5
1304351,funded,475,Higher education costs,Tajikistan,town,2017-05-29T19:10:02Z,2017-06-28T19:10:02Z,475,NA,NA,NA,NA
1301743,funded,400,Used Clothing,Madagascar,town,2017-05-29T19:00:06Z,2017-06-28T19:00:05Z,400,S,0.995,male,17.8
1301753,funded,1700,Beauty Salon,Congo (Dem. Rep.),country,2017-05-29T19:00:05Z,2017-06-28T19:00:05Z,1700,S,0.023,male,27.1
1308082,funded,250,Farming,El Salvador,town,2017-05-29T19:00:05Z,2017-06-28T19:00:05Z,250,S,0.011,male,42.7
1308085,fundraising,150,Personal Housing Expenses,Peru,town,2017-05-29T19:00:05Z,2017-06-28T19:00:05Z,1550,S,0.996,female,38
1304322,funded,325,Fish Selling,Philippines,town,2017-05-29T19:00:04Z,2017-06-28T19:00:04Z,325,S,0.215,female,81.2
1304327,funded,325,Fishing,Philippines,town,2017-05-29T19:00:04Z,2017-06-28T19:00:04Z,325,S,0.09,female,35
1304331,funded,225,Fishing,Philippines,town,2017-05-29T19:00:04Z,2017-06-28T19:00:04Z,225,S,0.862,female,29.8
1304339,funded,625,Pigs,Philippines,town,2017-05-29T19:00:04Z,2017-06-28T19:00:04Z,625,S,0.026,female,41.5
1304332,fundraising,0,Fruits & Vegetables,Tajikistan,town,2017-05-29T19:00:02Z,2017-06-28T19:00:02Z,375,S,0.11,female,33.1
1304288,fundraising,0,Farming,Cambodia,town,2017-05-29T18:50:07Z,2017-06-28T18:50:07Z,1000,NA,NA,NA,NA
1304306,fundraising,100,Fish Selling,Kenya,town,2017-05-29T18:50:07Z,2017-06-28T18:50:07Z,500,S,0.057,male,37.2
1304318,funded,125,Home Appliances,Cambodia,town,2017-05-29T18:50:07Z,2017-06-28T18:50:07Z,125,NA,NA,NA,NA
1304329,funded,125,Home Appliances,Cambodia,town,2017-05-29T18:50:07Z,2017-06-28T18:50:07Z,125,NA,NA,NA,NA
1308063,funded,700,Food,Colombia,town,2017-05-29T18:50:06Z,2017-06-28T18:50:06Z,700,NA,NA,NA,NA
1308081,funded,600,Farming,El Salvador,town,2017-05-29T18:50:06Z,2017-06-28T18:50:06Z,600,M,NA,NA,NA
1308084,fundraising,25,Food Production/Sales,El Salvador,town,2017-05-29T18:50:06Z,2017-06-28T18:50:06Z,500,NA,NA,NA,NA
1301733,funded,3925,Food Stall,Congo (Dem. Rep.),country,2017-05-29T18:50:05Z,2017-06-28T18:50:05Z,3925,NA,NA,NA,NA
1304313,funded,425,Food,Philippines,town,2017-05-29T18:50:05Z,2017-06-28T18:50:05Z,425,S,0.887,male,39.5
1304317,funded,225,Fruits & Vegetables,Philippines,town,2017-05-29T18:50:05Z,2017-06-28T18:50:05Z,225,S,0,male,35.7
1304324,funded,425,Pigs,Philippines,town,2017-05-29T18:50:05Z,2017-06-28T18:50:05Z,425,S,0,female,37.6
1304328,funded,475,Farming,Philippines,town,2017-05-29T18:50:05Z,2017-06-28T18:50:05Z,475,NA,NA,NA,NA
1304294,fundraising,275,Agriculture,Vietnam,town,2017-05-29T18:50:03Z,2017-06-28T18:50:03Z,1325,S,0.033,female,25.5
1304330,funded,250,Personal Medical Expenses,Tajikistan,town,2017-05-29T18:50:02Z,2017-06-28T18:50:02Z,250,S,0,female,31.2
1303914,funded,400,Weaving,India,town,2017-05-29T18:40:08Z,2017-06-28T18:40:08Z,400,S,0.369,female,12
1304319,funded,425,Manufacturing,Philippines,town,2017-05-29T18:40:08Z,2017-06-28T18:40:08Z,425,NA,NA,NA,NA
1304320,funded,125,Home Appliances,Cambodia,town,2017-05-29T18:40:08Z,2017-06-28T18:40:08Z,125,M,NA,NA,NA
1308079,funded,300,Food Production/Sales,El Salvador,town,2017-05-29T18:40:08Z,2017-06-28T18:40:08Z,300,S,1,female,53.6
1304291,funded,2075,Agriculture,Armenia,town,2017-05-29T18:40:07Z,2017-06-28T18:40:07Z,2075,S,0.993,female,45.7
1304307,funded,325,General Store,Philippines,town,2017-05-29T18:40:07Z,2017-06-28T18:40:07Z,325,S,0.034,male,36.6
1304314,funded,775,Pharmacy,Kenya,town,2017-05-29T18:40:05Z,2017-06-28T18:40:04Z,775,S,0.157,male,36.5
1304315,funded,125,Arts,Philippines,town,2017-05-29T18:40:04Z,2017-06-28T18:40:04Z,125,S,0.029,female,34.3
1308080,funded,1800,Furniture Making,Costa Rica,town,2017-05-29T18:40:04Z,2017-06-28T18:40:04Z,1800,S,0.194,female,29.2
1304304,fundraising,25,Clothing Sales,Tajikistan,town,2017-05-29T18:40:03Z,2017-06-28T18:40:02Z,1775,M,NA,NA,NA
1304311,funded,675,Agriculture,Vietnam,town,2017-05-29T18:40:03Z,2017-06-28T18:40:03Z,675,S,0.073,male,53.3
1304290,funded,325,Poultry,India,town,2017-05-29T18:30:08Z,2017-06-28T18:30:08Z,325,S,0.158,female,29
1304297,funded,225,Home Appliances,Cambodia,town,2017-05-29T18:30:08Z,2017-06-28T18:30:08Z,225,M,NA,NA,NA
1304305,funded,100,Home Appliances,Cambodia,town,2017-05-29T18:30:08Z,2017-06-28T18:30:08Z,100,M,NA,NA,NA
1308074,funded,3000,Home Energy,Honduras,town,2017-05-29T18:30:08Z,2017-06-28T18:30:08Z,3000,S,0.482,female,42.3
1308071,funded,200,Agriculture,El Salvador,town,2017-05-29T18:30:07Z,2017-06-28T18:30:07Z,200,S,0.954,male,88.7
1308075,funded,200,Farming,El Salvador,town,2017-05-29T18:30:07Z,2017-06-28T18:30:07Z,200,S,0.026,female,35.4
1304299,funded,225,Pigs,Philippines,town,2017-05-29T18:30:06Z,2017-06-28T18:30:06Z,225,S,0.894,female,38.9
1304312,funded,225,General Store,Philippines,town,2017-05-29T18:30:06Z,2017-06-28T18:30:06Z,225,S,0.407,female,36.2
1308076,funded,400,Livestock,Nicaragua,town,2017-05-29T18:30:06Z,2017-06-28T18:30:06Z,400,NA,NA,NA,NA
1304088,funded,425,General Store,Philippines,town,2017-05-29T18:30:04Z,2017-06-28T18:30:04Z,425,S,1,female,23.6
1304298,funded,225,Personal Expenses,Philippines,town,2017-05-29T18:30:04Z,2017-06-28T18:30:04Z,225,S,0.436,female,22.1
1304300,funded,250,Fruits & Vegetables,Tajikistan,town,2017-05-29T18:30:03Z,2017-06-28T18:30:03Z,250,NA,NA,NA,NA
1304225,funded,575,Phone Accessories,Egypt,town,2017-05-29T18:20:09Z,2017-06-28T18:20:09Z,575,S,0.033,female,31.9
1304293,funded,575,Cattle,Egypt,town,2017-05-29T18:20:09Z,2017-06-28T18:20:09Z,575,S,0.106,female,21.2
1304222,fundraising,125,Personal Housing Expenses,Cambodia,town,2017-05-29T18:20:08Z,2017-06-28T18:20:08Z,500,M,NA,NA,NA
1304289,fundraising,0,Farming,Cambodia,town,2017-05-29T18:20:08Z,2017-06-28T18:20:08Z,500,S,0.107,male,35.7
1304296,funded,225,Home Appliances,Cambodia,town,2017-05-29T18:20:08Z,2017-06-28T18:20:08Z,225,NA,NA,NA,NA
1308068,fundraising,0,Food Stall,Colombia,town,2017-05-29T18:20:07Z,2017-06-28T18:20:07Z,525,NA,NA,NA,NA
1308073,fundraising,0,General Store,El Salvador,town,2017-05-29T18:20:07Z,2017-06-28T18:20:07Z,900,S,1,male,76.3
1304224,funded,225,Crafts,Philippines,town,2017-05-29T18:20:06Z,2017-06-28T18:20:06Z,225,S,0.01,female,44.5
1304284,funded,100,Personal Expenses,Philippines,town,2017-05-29T18:20:04Z,2017-06-28T18:20:04Z,100,S,0.998,female,76.3
1304223,funded,500,Beauty Salon,Lebanon,town,2017-05-29T18:20:03Z,2017-06-28T18:20:02Z,500,S,0.049,female,25.5
1307958,funded,1050,Restaurant,Peru,town,2017-05-29T18:20:03Z,2017-06-28T18:20:03Z,1050,S,0.049,female,44.8
1301726,funded,250,Beauty Salon,Madagascar,town,2017-05-29T18:10:06Z,2017-06-28T18:10:06Z,250,S,0.329,male,34.9
1304266,fundraising,0,Motorcycle Transport,Kenya,town,2017-05-29T18:10:06Z,2017-06-28T18:10:06Z,600,S,0.333,male,16
1304276,funded,325,Plastics Sales,Philippines,town,2017-05-29T18:10:06Z,2017-06-28T18:10:06Z,325,S,0.016,female,28.3
1308065,funded,525,Retail,Colombia,town,2017-05-29T18:10:06Z,2017-06-28T18:10:06Z,525,S,0.022,female,28.6
1308066,funded,275,Auto Repair,Ecuador,town,2017-05-29T18:10:06Z,2017-06-28T18:10:06Z,275,NA,NA,NA,NA
1304221,funded,175,Retail,Philippines,town,2017-05-29T18:10:03Z,2017-06-28T18:10:03Z,175,S,0.096,female,45.2
1304283,funded,625,General Store,Philippines,town,2017-05-29T18:10:03Z,2017-06-28T18:10:03Z,625,NA,NA,NA,NA
1304270,fundraising,0,Vehicle,Cambodia,town,2017-05-29T18:10:02Z,2017-06-28T18:10:02Z,1500,S,1,female,61.1
1305753,funded,525,General Store,Mozambique,town,2017-05-29T18:10:02Z,2017-06-28T18:10:02Z,525,NA,NA,NA,NA
1303910,funded,400,Metal Shop,India,town,2017-05-29T18:00:05Z,2017-06-28T18:00:05Z,400,S,0.257,female,42.4
1304280,funded,225,Home Appliances,Cambodia,town,2017-05-29T18:00:05Z,2017-06-28T18:00:05Z,225,NA,NA,NA,NA
1304281,funded,100,Home Appliances,Cambodia,town,2017-05-29T18:00:05Z,2017-06-28T18:00:05Z,100,M,NA,NA,NA
1299849,funded,3000,Higher education costs,Tajikistan,town,2017-05-29T18:00:04Z,2017-06-28T18:00:04Z,3000,S,0.012,female,42.5
1304275,fundraising,0,Vehicle,Cambodia,town,2017-05-29T18:00:03Z,2017-06-28T18:00:03Z,1250,NA,NA,NA,NA
1304279,fundraising,0,Farming,Cambodia,town,2017-05-29T18:00:03Z,2017-06-28T18:00:03Z,750,S,0.205,female,28
1299867,fundraising,25,Sewing,Tajikistan,town,2017-05-29T18:00:02Z,2017-06-28T18:00:02Z,375,S,0.68,female,63.8
1304261,funded,175,Home Appliances,Cambodia,town,2017-05-29T17:50:05Z,2017-06-28T17:50:05Z,175,NA,NA,NA,NA
1308062,fundraising,475,Agriculture,Colombia,town,2017-05-29T17:50:04Z,2017-06-28T17:50:04Z,700,NA,NA,NA,NA
1299733,fundraising,0,Farming,Tajikistan,town,2017-05-29T17:50:03Z,2017-06-28T17:50:03Z,475,S,0.013,female,31.6
1304263,funded,1500,Beauty Salon,Lebanon,town,2017-05-29T17:50:03Z,2017-06-28T17:50:03Z,1500,S,0.402,female,27.5
1304272,funded,250,Retail,Tajikistan,town,2017-05-29T17:50:03Z,2017-06-28T17:50:03Z,250,NA,NA,NA,NA
1304278,funded,100,Personal Medical Expenses,Tajikistan,town,2017-05-29T17:50:03Z,2017-06-28T17:50:03Z,100,S,0.115,male,27.3
1299570,funded,575,Agriculture,Ukraine,town,2017-05-29T17:50:02Z,2017-06-28T17:50:02Z,575,NA,NA,NA,NA
1304257,fundraising,0,Farming,Cambodia,town,2017-05-29T17:40:06Z,2017-06-28T17:40:06Z,1250,S,0.009,male,37.2
1304260,funded,575,Manufacturing,Egypt,town,2017-05-29T17:40:06Z,2017-06-28T17:40:06Z,575,S,0.005,male,41.3
1304256,funded,525,General Store,Philippines,town,2017-05-29T17:40:05Z,2017-06-28T17:40:05Z,525,S,0.091,male,38.6
1304258,funded,225,General Store,Philippines,town,2017-05-29T17:40:05Z,2017-06-28T17:40:05Z,225,S,0.016,female,69.2
1304220,funded,250,Poultry,Kenya,town,2017-05-29T17:40:03Z,2017-06-28T17:40:03Z,250,NA,NA,NA,NA
1304255,fundraising,25,Clothing Sales,Kenya,town,2017-05-29T17:40:03Z,2017-06-28T17:40:03Z,875,S,0.129,male,26.2
1304259,fundraising,0,Clothing Sales,Kenya,town,2017-05-29T17:40:03Z,2017-06-28T17:40:03Z,600,NA,NA,NA,NA
1308064,fundraising,100,Construction,Colombia,town,2017-05-29T17:30:07Z,2017-06-28T17:30:07Z,700,S,0.095,male,43
1304218,funded,425,Recycled Materials,Philippines,town,2017-05-29T17:30:06Z,2017-06-28T17:30:06Z,425,S,0.008,female,46.4
1304243,funded,475,General Store,Philippines,town,2017-05-29T17:30:06Z,2017-06-28T17:30:06Z,475,S,0.106,female,62.2
1304252,funded,350,General Store,Philippines,town,2017-05-29T17:30:06Z,2017-06-28T17:30:06Z,350,NA,NA,NA,NA
1304254,funded,175,Primary/secondary school costs,Kenya,town,2017-05-29T17:30:06Z,2017-06-28T17:30:06Z,175,S,0.286,female,47.7
1304251,funded,200,Farming,Kenya,town,2017-05-29T17:30:03Z,2017-06-28T17:30:03Z,200,S,0.32,female,28.1
1304253,fundraising,75,Fruits & Vegetables,Kenya,town,2017-05-29T17:30:03Z,2017-06-28T17:30:03Z,300,S,0.323,male,33.9
1304219,funded,1500,Personal Medical Expenses,Lebanon,town,2017-05-29T17:30:02Z,2017-06-28T17:30:02Z,1500,M,NA,NA,NA
1304248,fundraising,425,Cosmetics Sales,Cambodia,town,2017-05-29T17:30:02Z,2017-06-28T17:30:02Z,1500,S,0.088,female,24.2
1304250,funded,1000,Agriculture,Cambodia,town,2017-05-29T17:30:02Z,2017-06-28T17:30:02Z,1000,S,0.578,female,25.2
1304239,funded,300,Grocery Store,Egypt,town,2017-05-29T17:20:07Z,2017-06-28T17:20:07Z,300,S,0.383,female,44.4
1304246,funded,225,Home Appliances,Cambodia,town,2017-05-29T17:20:07Z,2017-06-28T17:20:07Z,225,S,0.004,female,45.2
1304247,funded,175,Home Appliances,Cambodia,town,2017-05-29T17:20:07Z,2017-06-28T17:20:07Z,175,NA,NA,NA,NA
1308060,fundraising,75,Agriculture,El Salvador,town,2017-05-29T17:20:07Z,2017-06-28T17:20:07Z,400,S,1,male,41.8
1308025,funded,300,General Store,El Salvador,town,2017-05-29T17:20:06Z,2017-06-28T17:20:06Z,300,S,0.022,female,10.5
1308048,funded,700,Agriculture,Colombia,town,2017-05-29T17:20:06Z,2017-06-28T17:20:06Z,700,S,0.082,female,40.7
1308057,funded,525,Beauty Salon,Colombia,town,2017-05-29T17:20:06Z,2017-06-28T17:20:06Z,525,S,0.324,female,45.6
1308059,fundraising,225,Sewing,Colombia,town,2017-05-29T17:20:06Z,2017-06-28T17:20:06Z,875,S,1,male,48.3
1304120,funded,250,Pigs,Philippines,town,2017-05-29T17:20:05Z,2017-06-28T17:20:05Z,250,S,0.998,female,31.1
1304213,funded,425,Transportation,Philippines,town,2017-05-29T17:20:05Z,2017-06-28T17:20:05Z,425,S,0.424,female,37
1304214,funded,250,General Store,Philippines,town,2017-05-29T17:20:05Z,2017-06-28T17:20:05Z,250,S,0.008,male,59.4
1304240,funded,600,General Store,Philippines,town,2017-05-29T17:20:05Z,2017-06-28T17:20:05Z,600,S,0.909,female,77
1304245,funded,250,General Store,Philippines,town,2017-05-29T17:20:05Z,2017-06-28T17:20:05Z,250,S,0.05,female,35
1304242,fundraising,50,Food,Kenya,town,2017-05-29T17:20:02Z,2017-06-28T17:20:02Z,500,S,0.129,female,28.4
1304244,fundraising,0,Charcoal Sales,Kenya,town,2017-05-29T17:20:02Z,2017-06-28T17:20:02Z,500,S,0.644,male,35.3
1304249,fundraising,0,Retail,Kenya,town,2017-05-29T17:20:02Z,2017-06-28T17:20:02Z,350,S,0.012,female,50.4
1301730,funded,200,Grocery Store,Madagascar,town,2017-05-29T17:10:09Z,2017-06-28T17:10:09Z,200,S,0.157,male,28.9
1304232,funded,175,Home Appliances,Cambodia,town,2017-05-29T17:10:09Z,2017-06-28T17:10:09Z,175,NA,NA,NA,NA
1304235,funded,400,Grocery Store,India,town,2017-05-29T17:10:09Z,2017-06-28T17:10:09Z,400,S,0,female,31.3
1301698,funded,2275,Food Stall,Congo (Dem. Rep.),country,2017-05-29T17:10:08Z,2017-06-28T17:10:08Z,2275,M,NA,NA,NA
1301715,funded,2500,Pharmacy,Congo (Dem. Rep.),country,2017-05-29T17:10:08Z,2017-06-28T17:10:08Z,2500,M,NA,NA,NA
1304216,fundraising,500,Grocery Store,Cambodia,town,2017-05-29T17:10:08Z,2017-06-28T17:10:08Z,1050,M,NA,NA,NA
1304119,funded,325,Food Production/Sales,Philippines,town,2017-05-29T17:10:07Z,2017-06-28T17:10:07Z,325,S,1,female,55.1
1304237,funded,225,Personal Housing Expenses,Philippines,town,2017-05-29T17:10:07Z,2017-06-28T17:10:07Z,225,S,0.969,female,48.4
1304241,funded,250,Primary/secondary school costs,Kenya,town,2017-05-29T17:10:07Z,2017-06-28T17:10:07Z,250,S,0.131,male,44.5
1304231,funded,100,Barber Shop,Philippines,town,2017-05-29T17:10:04Z,2017-06-28T17:10:04Z,100,S,0.007,male,35.3
1304233,fundraising,0,Motorcycle Transport,Kenya,town,2017-05-29T17:10:04Z,2017-06-28T17:10:04Z,400,S,0.132,male,31.3
1304236,funded,500,Primary/secondary school costs,Lebanon,town,2017-05-29T17:10:03Z,2017-06-28T17:10:03Z,500,M,NA,NA,NA
1304238,funded,600,Farming,Cambodia,town,2017-05-29T17:10:03Z,2017-06-28T17:10:03Z,600,S,0.057,male,40.6
1304234,funded,500,Farming,Cambodia,town,2017-05-29T17:10:02Z,2017-06-28T17:10:02Z,500,S,0.321,male,34.5
1304147,funded,100,Home Appliances,Cambodia,town,2017-05-29T17:00:08Z,2017-06-28T17:00:08Z,100,M,NA,NA,NA
1304230,funded,675,Embroidery,Pakistan,town,2017-05-29T17:00:08Z,2017-06-28T17:00:08Z,675,M,NA,NA,NA
1303857,fundraising,350,Farming,Cambodia,town,2017-05-29T17:00:07Z,2017-06-28T17:00:07Z,1000,M,NA,NA,NA
1304148,fundraising,225,Farming,Cambodia,town,2017-05-29T17:00:07Z,2017-06-28T17:00:07Z,1000,M,NA,NA,NA
1304226,funded,1000,Farming,Cambodia,town,2017-05-29T17:00:07Z,2017-06-28T17:00:07Z,1000,M,NA,NA,NA
1308019,funded,400,Cheese Making,El Salvador,town,2017-05-29T17:00:07Z,2017-06-28T17:00:07Z,400,S,0.218,female,52.5
1301677,funded,4700,Food Stall,Congo (Dem. Rep.),country,2017-05-29T17:00:06Z,2017-06-28T17:00:05Z,4700,NA,NA,NA,NA
1308053,fundraising,100,Cafe,Colombia,town,2017-05-29T17:00:06Z,2017-06-28T17:00:06Z,700,NA,NA,NA,NA
1308056,fundraising,0,Pigs,Colombia,town,2017-05-29T17:00:06Z,2017-06-28T17:00:06Z,525,NA,NA,NA,NA
1301644,funded,4650,Pharmacy,Congo (Dem. Rep.),country,2017-05-29T17:00:05Z,2017-06-28T17:00:05Z,4650,NA,NA,NA,NA
1303855,funded,225,Fishing,Philippines,town,2017-05-29T17:00:05Z,2017-06-28T17:00:05Z,225,S,0.002,female,52.2
1303856,funded,350,Food,Philippines,town,2017-05-29T17:00:05Z,2017-06-28T17:00:05Z,350,S,0.005,female,34.1
1303859,funded,175,Fish Selling,Philippines,town,2017-05-29T17:00:05Z,2017-06-28T17:00:05Z,175,S,0.026,female,71
1304229,funded,250,Fish Selling,Philippines,town,2017-05-29T17:00:05Z,2017-06-28T17:00:05Z,250,S,0.007,female,78.2
1301253,fundraising,125,Cloth & Dressmaking Supplies,Senegal,country,2017-05-29T17:00:02Z,2017-06-28T17:00:02Z,875,M,NA,NA,NA
1301639,fundraising,275,Food Stall,Madagascar,town,2017-05-29T16:50:07Z,2017-06-28T16:50:07Z,750,S,0.483,male,33.4
1304117,fundraising,0,Farming,Cambodia,town,2017-05-29T16:50:07Z,2017-06-28T16:50:07Z,1000,S,0,female,47.2
1304118,funded,225,Farming,Philippines,town,2017-05-29T16:50:06Z,2017-06-28T16:50:06Z,225,S,0.002,male,62.4
1304228,funded,325,Food Production/Sales,Philippines,town,2017-05-29T16:50:06Z,2017-06-28T16:50:06Z,325,S,0.012,female,40
1308013,funded,300,Farming,El Salvador,town,2017-05-29T16:50:06Z,2017-06-28T16:50:06Z,300,S,1,male,39
1308051,fundraising,75,Agriculture,El Salvador,town,2017-05-29T16:50:06Z,2017-06-28T16:50:06Z,300,S,0.665,male,65.9
1303854,funded,375,Pigs,Philippines,town,2017-05-29T16:50:05Z,2017-06-28T16:50:05Z,375,S,0.006,female,24.4
1304215,fundraising,0,Cereals,Kenya,town,2017-05-29T16:50:03Z,2017-06-28T16:50:03Z,975,NA,NA,NA,NA
1308045,fundraising,525,Agriculture,Costa Rica,town,2017-05-29T16:50:03Z,2017-06-28T16:50:03Z,1700,S,0.276,male,49.6
1304211,funded,175,Home Appliances,Cambodia,town,2017-05-29T16:40:06Z,2017-06-28T16:40:06Z,175,S,0.007,male,41
1308042,fundraising,125,Farming,El Salvador,town,2017-05-29T16:40:06Z,2017-06-28T16:40:06Z,300,S,0.557,male,79.8
1308047,funded,275,Taxi,Ecuador,town,2017-05-29T16:40:06Z,2017-06-28T16:40:06Z,275,NA,NA,NA,NA
1304217,funded,125,Personal Housing Expenses,Philippines,town,2017-05-29T16:40:05Z,2017-06-28T16:40:05Z,125,S,0.303,female,53.5
1308038,fundraising,0,Cafe,Colombia,town,2017-05-29T16:40:05Z,2017-06-28T16:40:05Z,700,S,0.579,female,56.7
1304212,funded,400,Tailoring,Kenya,town,2017-05-29T16:40:03Z,2017-06-28T16:40:03Z,400,S,0.289,male,27.3
1308005,fundraising,3900,Farming,Bolivia,town,2017-05-29T16:40:02Z,2017-06-28T16:40:02Z,5775,NA,NA,NA,NA
1304201,fundraising,175,General Store,Pakistan,town,2017-05-29T16:30:08Z,2017-06-28T16:30:07Z,975,M,NA,NA,NA
1304207,fundraising,0,Agriculture,Cambodia,town,2017-05-29T16:30:07Z,2017-06-28T16:30:07Z,1625,M,NA,NA,NA
1307999,fundraising,125,Farming,El Salvador,town,2017-05-29T16:30:07Z,2017-06-28T16:30:07Z,400,S,0.138,male,50.4
1308032,fundraising,100,Farming,El Salvador,town,2017-05-29T16:30:07Z,2017-06-28T16:30:07Z,350,S,1,male,34.5
1308037,funded,200,Farming,El Salvador,town,2017-05-29T16:30:07Z,2017-06-28T16:30:07Z,200,S,0.999,male,74.4
1304210,funded,200,Primary/secondary school costs,Kenya,town,2017-05-29T16:30:06Z,2017-06-28T16:30:05Z,200,NA,NA,NA,NA
1307979,fundraising,25,Barber Shop,El Salvador,town,2017-05-29T16:30:06Z,2017-06-28T16:30:06Z,1500,S,0.508,male,29.7
1307994,fundraising,25,Agriculture,El Salvador,town,2017-05-29T16:30:06Z,2017-06-28T16:30:06Z,500,S,0.435,male,30.6
1304204,funded,325,Manufacturing,Philippines,town,2017-05-29T16:30:05Z,2017-06-28T16:30:05Z,325,S,0,female,86.3
1304206,funded,325,General Store,Philippines,town,2017-05-29T16:30:05Z,2017-06-28T16:30:05Z,325,S,1,female,30.9
1304208,funded,225,General Store,Philippines,town,2017-05-29T16:30:05Z,2017-06-28T16:30:05Z,225,S,0.184,male,69.8
1304209,funded,350,General Store,Philippines,town,2017-05-29T16:30:05Z,2017-06-28T16:30:05Z,350,S,0.163,male,48.2
1304108,funded,150,Personal Housing Expenses,Philippines,town,2017-05-29T16:30:04Z,2017-06-28T16:30:04Z,150,S,0.003,female,67
1304205,funded,1500,Personal Medical Expenses,Lebanon,town,2017-05-29T16:30:02Z,2017-06-28T16:30:02Z,1500,S,0.067,male,55.5
1301246,funded,700,Cereals,Togo,town,2017-05-29T16:20:06Z,2017-06-28T16:20:06Z,700,S,0.994,male,32.4
1301249,funded,250,Restaurant,Togo,town,2017-05-29T16:20:06Z,2017-06-28T16:20:06Z,250,S,0.645,male,30.4
1304106,fundraising,0,Farming,Cambodia,town,2017-05-29T16:20:06Z,2017-06-28T16:20:06Z,1000,S,0.003,male,78.8
1304107,funded,425,General Store,Philippines,town,2017-05-29T16:20:05Z,2017-06-28T16:20:05Z,425,S,0.42,female,48.8
1305743,fundraising,0,Personal Housing Expenses,Mozambique,town,2017-05-29T16:20:02Z,2017-06-28T16:20:02Z,525,S,0.064,male,27.1
1301243,funded,350,Shoe Sales,Togo,town,2017-05-29T16:10:07Z,2017-06-28T16:10:07Z,350,S,0.009,female,29.4
1307982,fundraising,0,Agriculture,El Salvador,town,2017-05-29T16:10:07Z,2017-06-28T16:10:07Z,1000,S,0.08,male,37.8
1307985,fundraising,100,Clothing Sales,El Salvador,town,2017-05-29T16:10:07Z,2017-06-28T16:10:07Z,600,S,0.027,female,49.4
1307989,fundraising,50,Farming,El Salvador,town,2017-05-29T16:10:07Z,2017-06-28T16:10:07Z,400,S,0.456,male,29.7
1307977,funded,500,Farming,El Salvador,town,2017-05-29T16:10:06Z,2017-06-28T16:10:06Z,500,NA,NA,NA,NA
1307978,funded,275,Farming,El Salvador,town,2017-05-29T16:10:06Z,2017-06-28T16:10:06Z,275,NA,NA,NA,NA
1304105,funded,425,General Store,Philippines,town,2017-05-29T16:10:05Z,2017-06-28T16:10:05Z,425,S,0.043,female,87.9
